PolityKey,PolityName,Administrative levels,Military levels,Religious levels,Settlement hierarchy,start_year,end_year,duration_years,PC1_hier,PC2_hier,PC3_hier,PC1_squared,PC1_x_PC2,collapsed
172,MlBaman,5.0,5.0,3.0,4.0,1712.0,1861.0,149.0,0.5808512827375405,-0.10080177770593905,-0.09430264511583228,0.3373882126578462,-0.05855084188271911,1
173,MlMali*,4.0,4.0,2.0,4.0,1230.0,1410.0,180.0,-0.14743628537799489,-0.40731459251201013,-0.24116977862452157,0.021737458246061547,0.06005295050022243,1
174,MlSegou,2.0,3.0,1.0,4.0,1650.0,1712.0,62.0,-1.1404602900450722,-0.6038220599844715,-0.23452864302230378,1.3006496731696902,0.6886350816655034,1
175,MlSong2,4.0,5.0,3.0,4.0,1493.0,1591.0,98.0,0.3161148461859988,0.00920356962767068,0.05920562399507487,0.09992859597919766,0.002909384997213247,1
176,MnETurk,4.0,3.0,2.0,1.0,583.0,630.0,47.0,-1.2638612891934367,0.3050767295927279,0.22332085636099447,1.5973453583216957,-0.38557466876598256,1
177,MnKhitn,4.0,6.0,2.0,4.0,907.0,1125.0,218.0,0.2794876901448504,-0.5671597372025772,0.4478870633696197,0.07811336894250392,-0.15851416489390868,0
178,MnMngKh,5.0,5.0,3.0,5.0,1206.0,1368.0,162.0,0.8818389547555469,-0.3116246942924238,-0.3639756637766945,0.7776399421243554,-0.27480279469084784,1
179,MnMongE,2.0,5.0,1.0,1.0,1000.0,1206.0,206.0,-1.6164993305762458,-0.13119845491558405,1.2635472549544242,2.613070085753451,0.21208221454367937,0
180,MnMongL,3.0,4.0,1.0,2.0,1368.0,1690.0,322.0,-1.2642372097681205,-0.3721041464903951,0.4958375461855843,1.5982957225622827,0.47042790790216504,0
181,MnRourn,4.0,4.0,1.0,1.0,300.0,555.0,255.0,-1.300488445234585,-0.2712865772375199,0.6120022957355393,1.6912701961886683,0.35280505904463444,0
182,MnTurk2,4.0,3.0,2.0,2.0,682.0,744.0,62.0,-0.9628736171754305,0.09425381300624304,-0.04635216229986773,0.9271256026524975,-0.09075450986189787,1
183,MnUigur,4.0,5.0,3.0,3.0,745.0,840.0,95.0,0.015127174167992398,0.2200264862141555,0.3288786426559371,0.0002288313983087765,0.0033283789785329082,1
184,MnXngnE,2.0,3.0,1.0,1.0,-1400.0,-300.0,1100.0,-2.043423306099091,0.028646689774983077,0.5744904129602828,4.17557880790894,-0.05853731352879095,0
185,MnXngnL,3.0,6.0,1.0,2.0,-60.0,100.0,160.0,-0.8373132342452752,-0.5319492911809621,1.1848943881797256,0.701093452242283,0.44540818145321304,1
